"activity" "subjectId" "variable" "value"
"laying" 26 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.823791834118421
"laying" 26 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.81033083655329
"laying" 26 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.851347576776316
"laying" 26 "meanFrequencyBodyAccelerationMagnitudeMean" -0.797373303203947
"laying" 26 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.821611235003289
"laying" 26 "meanFrequencyBodyAccelerationMean-X" -0.798084999106579
"laying" 26 "meanFrequencyBodyAccelerationMean-Y" -0.764578737986842
"laying" 26 "meanFrequencyBodyAccelerationMean-Z" -0.819468786973684
"laying" 26 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.786684494585526
"laying" 26 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.771916156513158
"laying" 26 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.826532078684211
"laying" 26 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.811055083907895
"laying" 26 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.811299976757237
"laying" 26 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.895942263092105
"laying" 26 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.900418082960526
"laying" 26 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.866592854210526
"laying" 26 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.869453256710526
"laying" 26 "meanFrequencyBodyGyroscopeMean-X" -0.827882281605263
"laying" 26 "meanFrequencyBodyGyroscopeMean-Y" -0.881744655131579
"laying" 26 "meanFrequencyBodyGyroscopeMean-Z" -0.808503304736842
"laying" 26 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.870023551125
"laying" 26 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.88376038868421
"laying" 26 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.839659688486842
"laying" 26 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.813616303289474
"laying" 26 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.810730519598684
"laying" 26 "meanTimeBodyAccelerationJerkMean-X" 0.0814224740394737
"laying" 26 "meanTimeBodyAccelerationJerkMean-Y" 0.0121608809678289
"laying" 26 "meanTimeBodyAccelerationJerkMean-Z" -0.00497434950706579
"laying" 26 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.818396768901316
"laying" 26 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.805625271068421
"laying" 26 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.846934171052632
"laying" 26 "meanTimeBodyAccelerationMagnitudeMean" -0.763300536230263
"laying" 26 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.791764282506579
"laying" 26 "meanTimeBodyAccelerationMean-X" 0.266665086303289
"laying" 26 "meanTimeBodyAccelerationMean-Y" -0.0126604564370395
"laying" 26 "meanTimeBodyAccelerationMean-Z" -0.103219748046053
"laying" 26 "meanTimeBodyAccelerationStandardDeviation-X" -0.789519438953947
"laying" 26 "meanTimeBodyAccelerationStandardDeviation-Y" -0.759447176072368
"laying" 26 "meanTimeBodyAccelerationStandardDeviation-Z" -0.8142498625
"laying" 26 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.87854780875
"laying" 26 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.8944923525
"laying" 26 "meanTimeBodyGyroscopeJerkMean-X" -0.101421019955132
"laying" 26 "meanTimeBodyGyroscopeJerkMean-Y" -0.0407465479328947
"laying" 26 "meanTimeBodyGyroscopeJerkMean-Z" -0.0582775581136711
"laying" 26 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.845707352960526
"laying" 26 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.900085505789474
"laying" 26 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.860892131447368
"laying" 26 "meanTimeBodyGyroscopeMagnitudeMean" -0.817365100914474
"laying" 26 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.852827576842105
"laying" 26 "meanTimeBodyGyroscopeMean-X" -0.0244980085046053
"laying" 26 "meanTimeBodyGyroscopeMean-Y" -0.0812137120125
"laying" 26 "meanTimeBodyGyroscopeMean-Z" 0.0994417664671053
"laying" 26 "meanTimeBodyGyroscopeStandardDeviation-X" -0.859708431539474
"laying" 26 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.881999147828947
"laying" 26 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.819087657368421
"laying" 26 "meanTimeGravityAccelerationMagnitudeMean" -0.763300536230263
"laying" 26 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.791764282506579
"laying" 26 "meanTimeGravityAccelerationMean-X" 0.528481106315789
"laying" 26 "meanTimeGravityAccelerationMean-Y" 0.181035843730263
"laying" 26 "meanTimeGravityAccelerationMean-Z" 0.297372368697368
"laying" 26 "meanTimeGravityAccelerationStandardDeviation-X" -0.964082836710526
"laying" 26 "meanTimeGravityAccelerationStandardDeviation-Y" -0.968145476513158
"laying" 26 "meanTimeGravityAccelerationStandardDeviation-Z" -0.9613159325
"sitting" 11 "meanFrequencyBodyAccelerationJerkMean-X" -0.674872244027389
"sitting" 11 "meanFrequencyBodyAccelerationJerkMean-Y" -0.630337497896497
"sitting" 11 "meanFrequencyBodyAccelerationJerkMean-Z" -0.824589228503185
"sitting" 11 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.670286674469745
"sitting" 11 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.607174094924522
"sitting" 11 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.857447076624204
"sitting" 11 "meanFrequencyBodyAccelerationMagnitudeMean" -0.609395391584395
"sitting" 11 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.672661671869427
"sitting" 11 "meanFrequencyBodyAccelerationMean-X" -0.617290238473248
"sitting" 11 "meanFrequencyBodyAccelerationMean-Y" -0.528901169711338
"sitting" 11 "meanFrequencyBodyAccelerationMean-Z" -0.748594813630573
"sitting" 11 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.57690682108535
"sitting" 11 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.499770978461465
"sitting" 11 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.650036914427707
"sitting" 11 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.654240627881529
"sitting" 11 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.675240275003185
"sitting" 11 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.86416270955414
"sitting" 11 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.878701849840764
"sitting" 11 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.756276579840764
"sitting" 11 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.709659078215287
"sitting" 11 "meanFrequencyBodyGyroscopeMean-X" -0.708402086047771
"sitting" 11 "meanFrequencyBodyGyroscopeMean-Y" -0.775534336847134
"sitting" 11 "meanFrequencyBodyGyroscopeMean-Z" -0.707266984681529
"sitting" 11 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.750362055652866
"sitting" 11 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.668859800442994
"sitting" 11 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.754643547101911
"sitting" 11 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.677924832601911
"sitting" 11 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.662431689321656
"sitting" 11 "meanTimeBodyAccelerationJerkMean-X" 0.0830004391649682
"sitting" 11 "meanTimeBodyAccelerationJerkMean-Y" 0.00754575472050955
"sitting" 11 "meanTimeBodyAccelerationJerkMean-Z" -0.00657436282267516
"sitting" 11 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.657387159348408
"sitting" 11 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.606569926348726
"sitting" 11 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.841621374808917
"sitting" 11 "meanTimeBodyAccelerationMagnitudeMean" -0.540084945283758
"sitting" 11 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.610737597765605
"sitting" 11 "meanTimeBodyAccelerationMean-X" 0.276609068219745
"sitting" 11 "meanTimeBodyAccelerationMean-Y" -0.0190957961722611
"sitting" 11 "meanTimeBodyAccelerationMean-Z" -0.108973870187898
"sitting" 11 "meanTimeBodyAccelerationStandardDeviation-X" -0.586989828163694
"sitting" 11 "meanTimeBodyAccelerationStandardDeviation-Y" -0.487537966213376
"sitting" 11 "meanTimeBodyAccelerationStandardDeviation-Z" -0.663355760656051
"sitting" 11 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.825822469617834
"sitting" 11 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.866269129904459
"sitting" 11 "meanTimeBodyGyroscopeJerkMean-X" -0.080526211410828
"sitting" 11 "meanTimeBodyGyroscopeJerkMean-Y" -0.0494763417675159
"sitting" 11 "meanTimeBodyGyroscopeJerkMean-Z" -0.0481072817632166
"sitting" 11 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.78059608955414
"sitting" 11 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.867648350828025
"sitting" 11 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.794328936815287
"sitting" 11 "meanTimeBodyGyroscopeMagnitudeMean" -0.626413805245223
"sitting" 11 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.69510017755
"sitting" 11 "meanTimeBodyGyroscopeMean-X" -0.0545826997471656
"sitting" 11 "meanTimeBodyGyroscopeMean-Y" -0.057760866393949
"sitting" 11 "meanTimeBodyGyroscopeMean-Z" 0.0873479055083583
"sitting" 11 "meanTimeBodyGyroscopeStandardDeviation-X" -0.738479109537261
"sitting" 11 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.70169442656051
"sitting" 11 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.723530145828025
"sitting" 11 "meanTimeGravityAccelerationMagnitudeMean" -0.540084945283758
"sitting" 11 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.610737597765605
"sitting" 11 "meanTimeGravityAccelerationMean-X" 0.729207854076433
"sitting" 11 "meanTimeGravityAccelerationMean-Y" 0.0541723497267516
"sitting" 11 "meanTimeGravityAccelerationMean-Z" 0.139688402656051
"sitting" 11 "meanTimeGravityAccelerationStandardDeviation-X" -0.975345253949045
"sitting" 11 "meanTimeGravityAccelerationStandardDeviation-Y" -0.956991877006369
"sitting" 11 "meanTimeGravityAccelerationStandardDeviation-Z" -0.956705197643312
"sitting" 14 "meanFrequencyBodyAccelerationJerkMean-X" -0.654385009392879
"sitting" 14 "meanFrequencyBodyAccelerationJerkMean-Y" -0.598699531399381
"sitting" 14 "meanFrequencyBodyAccelerationJerkMean-Z" -0.618712162187307
"sitting" 14 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.661460356953251
"sitting" 14 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.60215894382322
"sitting" 14 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.694424996467802
"sitting" 14 "meanFrequencyBodyAccelerationMagnitudeMean" -0.490874179820433
"sitting" 14 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.548269930770588
"sitting" 14 "meanFrequencyBodyAccelerationMean-X" -0.619513271851703
"sitting" 14 "meanFrequencyBodyAccelerationMean-Y" -0.455237617000929
"sitting" 14 "meanFrequencyBodyAccelerationMean-Z" -0.440650672343653
"sitting" 14 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.609406374110062
"sitting" 14 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.376829989404644
"sitting" 14 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.275013722171486
"sitting" 14 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.596896308848452
"sitting" 14 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.619215144539319
"sitting" 14 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.717590101802972
"sitting" 14 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.760560087962848
"sitting" 14 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.543030528985449
"sitting" 14 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.516930495917399
"sitting" 14 "meanFrequencyBodyGyroscopeMean-X" -0.699166400749226
"sitting" 14 "meanFrequencyBodyGyroscopeMean-Y" -0.50463317018839
"sitting" 14 "meanFrequencyBodyGyroscopeMean-Z" -0.42391821438452
"sitting" 14 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.740052209854489
"sitting" 14 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.348864187370186
"sitting" 14 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.407672097170898
"sitting" 14 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.608973420309907
"sitting" 14 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.605144269857245
"sitting" 14 "meanTimeBodyAccelerationJerkMean-X" 0.0741757467665015
"sitting" 14 "meanTimeBodyAccelerationJerkMean-Y" 0.00443682723817957
"sitting" 14 "meanTimeBodyAccelerationJerkMean-Z" -0.00253044692473994
"sitting" 14 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.641964198633003
"sitting" 14 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.586459622773684
"sitting" 14 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.656855586102105
"sitting" 14 "meanTimeBodyAccelerationMagnitudeMean" -0.453262620331889
"sitting" 14 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.474058613408978
"sitting" 14 "meanTimeBodyAccelerationMean-X" 0.270184596009288
"sitting" 14 "meanTimeBodyAccelerationMean-Y" -0.0162548178510526
"sitting" 14 "meanTimeBodyAccelerationMean-Z" -0.100985935692074
"sitting" 14 "meanTimeBodyAccelerationStandardDeviation-X" -0.611671118216099
"sitting" 14 "meanTimeBodyAccelerationStandardDeviation-Y" -0.374730765205077
"sitting" 14 "meanTimeBodyAccelerationStandardDeviation-Z" -0.29354271467452
"sitting" 14 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.700520939854799
"sitting" 14 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.727023009383901
"sitting" 14 "meanTimeBodyGyroscopeJerkMean-X" -0.107556127062003
"sitting" 14 "meanTimeBodyGyroscopeJerkMean-Y" -0.0433200489340217
"sitting" 14 "meanTimeBodyGyroscopeJerkMean-Z" -0.0450693836894427
"sitting" 14 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.7862917325387
"sitting" 14 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.6979155314613
"sitting" 14 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.638299064788854
"sitting" 14 "meanTimeBodyGyroscopeMagnitudeMean" -0.416459776709257
"sitting" 14 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.471486714606811
"sitting" 14 "meanTimeBodyGyroscopeMean-X" 0.000253671358297214
"sitting" 14 "meanTimeBodyGyroscopeMean-Y" -0.0954921154823529
"sitting" 14 "meanTimeBodyGyroscopeMean-Z" 0.0606712446996904
"sitting" 14 "meanTimeBodyGyroscopeStandardDeviation-X" -0.728661379340557
"sitting" 14 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.398959362766099
"sitting" 14 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.364478192502167
"sitting" 14 "meanTimeGravityAccelerationMagnitudeMean" -0.453262620331889
"sitting" 14 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.474058613408978
"sitting" 14 "meanTimeGravityAccelerationMean-X" 0.672081224882353
"sitting" 14 "meanTimeGravityAccelerationMean-Y" -0.111701388781115
"sitting" 14 "meanTimeGravityAccelerationMean-Z" -0.161179728291022
"sitting" 14 "meanTimeGravityAccelerationStandardDeviation-X" -0.941245714736842
"sitting" 14 "meanTimeGravityAccelerationStandardDeviation-Y" -0.942377305312693
"sitting" 14 "meanTimeGravityAccelerationStandardDeviation-Z" -0.915927846160991
"sitting" 15 "meanFrequencyBodyAccelerationJerkMean-X" -0.643469519361585
"sitting" 15 "meanFrequencyBodyAccelerationJerkMean-Y" -0.609408057377744
"sitting" 15 "meanFrequencyBodyAccelerationJerkMean-Z" -0.805543465588415
"sitting" 15 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.637655155092835
"sitting" 15 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.605854882622652
"sitting" 15 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.845111060762195
"sitting" 15 "meanFrequencyBodyAccelerationMagnitudeMean" -0.562948391223628
"sitting" 15 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.623655618198171
"sitting" 15 "meanFrequencyBodyAccelerationMean-X" -0.583772317445122
"sitting" 15 "meanFrequencyBodyAccelerationMean-Y" -0.507735205778384
"sitting" 15 "meanFrequencyBodyAccelerationMean-Z" -0.741745724698171
"sitting" 15 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.547150855443902
"sitting" 15 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.501568435233384
"sitting" 15 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.711431340356707
"sitting" 15 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.614817605125915
"sitting" 15 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.643101167069512
"sitting" 15 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.83680189402439
"sitting" 15 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.849634463841463
"sitting" 15 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.732394493841463
"sitting" 15 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.695346839682927
"sitting" 15 "meanFrequencyBodyGyroscopeMean-X" -0.664354428856402
"sitting" 15 "meanFrequencyBodyGyroscopeMean-Y" -0.760711411006098
"sitting" 15 "meanFrequencyBodyGyroscopeMean-Z" -0.711194539920732
"sitting" 15 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.709336168176829
"sitting" 15 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.684504735744512
"sitting" 15 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.751696527195122
"sitting" 15 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.654799694757531
"sitting" 15 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.625660376546646
"sitting" 15 "meanTimeBodyAccelerationJerkMean-X" 0.0776897411304878
"sitting" 15 "meanTimeBodyAccelerationJerkMean-Y" 0.00489392052706402
"sitting" 15 "meanTimeBodyAccelerationJerkMean-Z" -0.00440993190077744
"sitting" 15 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.624055782158537
"sitting" 15 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.594312678045091
"sitting" 15 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.825820881576219
"sitting" 15 "meanTimeBodyAccelerationMagnitudeMean" -0.527285352000488
"sitting" 15 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.557147874176037
"sitting" 15 "meanTimeBodyAccelerationMean-X" 0.27821340725
"sitting" 15 "meanTimeBodyAccelerationMean-Y" -0.016464484771311
"sitting" 15 "meanTimeBodyAccelerationMean-Z" -0.112563587594512
"sitting" 15 "meanTimeBodyAccelerationStandardDeviation-X" -0.556541173089329
"sitting" 15 "meanTimeBodyAccelerationStandardDeviation-Y" -0.481679537956006
"sitting" 15 "meanTimeBodyAccelerationStandardDeviation-Z" -0.705706623868902
"sitting" 15 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.805282669512195
"sitting" 15 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.837120078079268
"sitting" 15 "meanTimeBodyGyroscopeJerkMean-X" -0.0960910108539634
"sitting" 15 "meanTimeBodyGyroscopeJerkMean-Y" -0.0441270690182012
"sitting" 15 "meanTimeBodyGyroscopeJerkMean-Z" -0.0555645456881098
"sitting" 15 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.731382711036585
"sitting" 15 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.853956592073171
"sitting" 15 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.795626198384146
"sitting" 15 "meanTimeBodyGyroscopeMagnitudeMean" -0.617721779796037
"sitting" 15 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.675336960047866
"sitting" 15 "meanTimeBodyGyroscopeMean-X" -0.0281278780610671
"sitting" 15 "meanTimeBodyGyroscopeMean-Y" -0.075878845519878
"sitting" 15 "meanTimeBodyGyroscopeMean-Z" 0.0906658516
"sitting" 15 "meanTimeBodyGyroscopeStandardDeviation-X" -0.696859473045732
"sitting" 15 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.708779069191463
"sitting" 15 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.721826987530488
"sitting" 15 "meanTimeGravityAccelerationMagnitudeMean" -0.527285352000488
"sitting" 15 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.557147874176037
"sitting" 15 "meanTimeGravityAccelerationMean-X" 0.688872511512195
"sitting" 15 "meanTimeGravityAccelerationMean-Y" 0.102660491875
"sitting" 15 "meanTimeGravityAccelerationMean-Z" 0.0372897701757012
"sitting" 15 "meanTimeGravityAccelerationStandardDeviation-X" -0.968733398628049
"sitting" 15 "meanTimeGravityAccelerationStandardDeviation-Y" -0.956369493993902
"sitting" 15 "meanTimeGravityAccelerationStandardDeviation-Z" -0.947240058048781
